name,affiliation
Geoff K. Nicholls,University of Oxford
Geoffrey P. Morgan,Carnegie Mellon University
Georg Wolff,University of Freiburg
George A. Barnett,University at Buffalo
George B. Davis,Carnegie Mellon University
George Berry,Cornell University
George Cotsonis,Emory University
George Cybenko,Dartmouth College
George G. Vega Yon,University of Southern California
George Karabatis,University of Maryland - College Park
George Leckie,University of Bristol
George Loizou,University of London
George R. Barnes,University of Louisville
George Wood,University of Oxford
Georges Linarès,Avignon University
Georgios Mantas,University of Greenwich
Gerald C. Kane,Boston College
Gerald Mollenhorst,Utrecht University
Gerardo Garcia,University of Los Andes
Gerda Claeskens,KU Leuven
Gerhard G. Van De Bunt,VU University
Gerhard Krug,University of Erlangen-Nuremberg
Germà Coenders,University of Girona
Gerrit Rooks,Eindhoven University of Technology
Gert Vande Broek,KU Leuven
Geyong Min,University of Exeter
Ghita Mezzour,International University of Rabat
Giacomo Solano,Eindhoven University of Technology
Giagia Gao,Henan Polytechnic University
Giancarlo Ragozini,University of Naples
Giangiacomo Bravo,Linnaeus University
Gianluca Carnabuci,University of Amsterdam
Gianluca Demartini,University of Queensland
Gianluca Lax,Mediterranea University of Reggio Calabria
Gianmarco De Francisci Morales,Qatar Computing Research Institute
Gigliola Vaglini,University of Pisa
Gijs Huitsing,University of Groningen
Gil Viry,University of Geneva
Gilad Ravid,Ben Gurion University of the Negev
Gilberto Díaz-García,University of Los Andes
Giles Oatley,Federation University Australia
Gina Lai,Hong Kong Baptist University
Gina S. Lovasi,Columbia University
Giorgia Di Tommaso,Sapienza University of Rome
Giovanna Miritello,Telefónica Research
Giovanni Stilo,University of L'Aquila
Gisele Moura,Rio de Janeiro State University
Giulia Berlusconi,National University of Ireland
Giulio Jacucci,University of Helsinki
Giuseppe (Joe) Labianca,University of Kent
Giuseppe De Nicolao,University of Pavia
Gönül Dogan,Tilburg University
Göran Kauermann,University of Munich
Gour C. Karmakar,Federation University Australia
Greeshma Lingam,National Institute of Technology
Greg Ver Steeg,University of Southern California
Gregory Lee Phillips II,Northwestern University
Guandong Xu,University of Technology Sydney
Guangchun Luo,UESTC
Guangjie Han,Nanjing Agricultural University
Guangmo Amo Tong,University of Texas at Dallas
Guangmo Tong,University of Delaware
Guangquan Xu,Tianjin University
Guangyao Pang,Shaanxi Normal University
Guangzhi Qu,Oakland University
Guanjun Liu,Tongji University
Gueorgi Kossinets,Columbia University
Gui-jun Zhang,Zhejiang University
Guido Caldarelli,IMT School for Advanced Studies
Guido Conaldi,University of Greenwich
Guilherme Galante,Western Paraná State University
Guillaume Favre,University Paris-Dauphine
Guillermo Owen,Naval Postgraduate School
Gulshan Shrivastava,National Institute of Technology
Günes Ertan,University of Pittsburgh
Guodong Long,Monash University
Guoqiang Li 0001,Shanghai Jiao Tong University
Guoshuai Wei,Chongqing University
Guoyong Cai,Guilin University of Electronic Technology
Guy Zyskind,MIT Media Lab
H. Russell Bernard,University of Florida
H. T. Habekothé,University of Amsterdam
H. Vincent Poor,Princeton University
Habibollah Danyali,Shiraz University
Hadi Tajalizadeh,Shiraz University
Hai-Feng Zhang 0003,Anhui University
Haibin Zheng,Zhejiang University
Haibin Zhu,Nipissing University
Haider Ali 0001,University of Derby
Haifeng Du,Cornell University
Haifeng Shen,Flinders University
Haiming Liang,Sichuan University
Hainan Zhang,Rutgers University
Haipeng Chen 0001,Dartmouth College
Hairong Dong,Beijing Jiaotong University
Håkan Stattin,University of Örebro
Hakim Ghazzai,Stevens Institute of Technology
Hamad Zogan,University of Technology Sydney
Han Liu 0002,Cardiff University
Han Qiu 0001,Telecom ParisTech
Hanchun Xiao,Chongqing University
Hande Hong,National University of Singapore
Hannah Johnson,Boise State University
Hannah Schmid-Petri,University of Passau
Hanno Kruse,University of Mannheim
Hans Maarse,Maastricht University
Hans Noel,Georgetown University
Hans Rudolf Heinimann,ETH Zurich
Hans Waege,Ghent University
Hao Ding 0006,York University
Hao Jiang 0010,Wuhan University
Hao Lu 0002,Beijing Institute of Technology
Hao Wang 0003,Norwegian University of Science and Technology
Haohan Wang,Carnegie Mellon University
Haojun Huang,Huazhong University of Science and Technology
Haoyi Zhou,Beihang University
Haoyue Liu,New Jersey Institute of Technology
Harald Wiese,University of Leipzig
Hari Prabhat Gupta,IIT (BHU) Varanasi
Haris Gacanin,Nokia Bell Labs
Harshit Srivastava,University of South Florida
Hasan Mahmud,Islamic University of Technology (IUT)
Hazem Krichene,University of Hyogo
He Li 0001,Muroran Institute of Technology
He Yuan,Harbin Institute of Technology
Heather Edelblute,University of Texas at San Antonio
Heidi Zinzow,Clemson University
Hein de Vries,Care and Public Health Research Institute (CAPHRI)
Helder Coelho,University of Lisbon
Helen S. Jones,University of Central Lancashire
Helena Buhr,The Northwestern Institute on Complex Systems (NICO)
Helge Giese,University of Konstanz
Helian Xu,Hunan University
Hendry,Chaoyang University of Technology
Hengwei Zhang,Claremont Graduate University
Henk Flap,Utrecht University
Henning Silber,GESIS - Leibniz Institute for the Social Sciences
Herbert Hamers,Tilburg University
Herbert W. Hethcote,University of Iowa
Hester H. S. Moerbeek,Wageningen University
Hetty van Emmerik,Utrecht University
Hicham G. Elmongui,Alexandria University
Hichem Besbes,University of Carthage
Hideyuki Imai,Hokkaido University
Hiroki Nishiyama 0001,Tohoku University
Hiroyasu Inoue,University of Hyogo
Hoang Pham,Rutgers University
Hoda Khalil,Carleton University
Holly B. Shakya,University of California - San Diego
Homa Hosseinmardi,University of Southern California
Hong Mo,Changsha University of Science and Technology
Hong-Ning Dai,Macau University of Science and Technology
Hongbin Huang,National University of Defense Technology
Honghao Gao,Shanghai University
Hongjun Wang 0002,Southwest Jiaotong University
Hongming Cai,Shanghai Jiao Tong University
Hongwei Du 0001,Harbin Institute of Technology
Hongwei Li 0001,Chinese Academy of Sciences
Hongwei Wang 0004,Shanghai Jiao Tong University
Hongyang Zhao,Zhejiang University
Hongyi Jiang,Wake Forest University
Hongzhong Deng,National University of Defense Technology
Horacio Saggion,Universitat Pompeu Fabra
Hossein Akbari,Ferdowsi University of Mashhad
Hossein Rastgoftar,Villanova University
Hsien-Chu Wu,National Chin-Yi University of Technology
Hsiu Man Chen,Academia Sinica
Hsuan-Wei Lee,University of Nebraska
Hu Teng,Tongji University
Huaji Wang,Cranfield University
Huan Liu 0001,Arizona State University
Huan Yan,Hefei University of Technology
Huan Zhou 0002,Zhejiang University
Huansheng Ning,University of Science and Technology Beijing
Huazhong Liu,Huazhong University of Science and Technology
Hubert Buch-Hansen,Copenhagen Business School
Hugh Louch,Princeton University
Hugo Gonzalez Villasanti,Ohio State University
Hugo Valenzuela-García,Autonomous University of Barcelona
Hui Li 0005,Xidian University
Hui-Ju Kuo,National Taiwan University
Huicai Deng,Huazhong University of Science and Technology
Huijie Zhang,Dalian University of Technology
Huiling Jia,Zhejiang Sci-Tech University
Huiling Zhang,University of Florida
Hunter Rogers,Clemson University
Huso Yi,National Development and Research Institute
Hwai-Chung Ho,Academia Sinica
Hyo-Sung Ahn,Gwangju Institute of Science and Technology (GIST)
Hywel T. P. Williams,University of Exeter
Iain S. Weaver,University of Exeter
Ian D. Wood,Macquarie Univeristy
Ian McCulloh,United States Military Academy
Ichigaku Takigawa,Hokkaido University
Ildikó Barna,Eötvös Loránd University
Imran Chowdhury,Pace University
Imran Razzak,Deakin University
Ineke Maas,Utrecht University
Ines Lindner,Tinbergen Institute
Inês Peceguina,ISPA University Institute of Psychological Sciences
Inessa Levi,University of Louisville
Ingegerd Jansson,Stockholm University
Ioana van Deurzen,Tilburg University
Ioanna Lykourentzou,Luxembourg Institute of Science and Technology
Ioannis Charalampidis,CERN
Irena Spasic,Cardiff University
Irina Shklovski,IT University Copenhagen
Iris Wanzenböck,Utrecht University
Isabella Gollini,University College Dublin
Isao Yagi,Kanagawa Institute of Technology
Isidro Maya Jariego,Sevilla University
Issa Annamoradnejad,Sharif University of Technology
Itisha Gupta,Banasthali Vidyapith
Itzia Ruiz-Correa,University of Guanajuato
Iulia Cioroianu,University of Exeter
Iván Darío Hernández,University of Ibagué
Ivan Lee,University of South Australia
Ivar E. Vermeulen,University of Amsterdam
Ivone Amorim,University of Porto
Iyad Alazzam,Yarmouk University
J. Ashwin Rambaran,University of Groningen
J. C. Barnes,University of Texas at Dallas
J. Jill Suitor,Louisiana State University
J. Santana,Stanford University
Jaclyn J. Kettler,Boise State University
Jacob Chakareski,University of Alabama
Jacob Dijkstra,University of Groningen
Jacob G. Foster,University of California - Los Angeles
Jacob Habinek,University of California - Berkeley
Jacob Harer,Boston University
Jacob Hileman,Stockholm University
Jacob Russell,Dartmouth College
Jacob T. Browne,University of California - San Diego
Jacob T. N. Young,Arizona State University
Jacob Thebault-Spieker,Virginia Tech
Jacob W. Breland,University of Idaho
Jaeyeon Park,Yonsei university
Jafar Habibi,Sharif University of Technology
Jake Bowers,University of Illinois at Urbana-Champaign
Jake Burchard,Cornell University
James A. Coutinho,Swinburne University of Technology
James A. Evans,University of Chicago
James A. Hendler,Rensselaer Polytechnic Institute
James A. Rolfsen,Creighton University
James D. Lee,George Mason University
James D. Montgomery,University of Wisconsin - Madison
James D. Wilson,University of San Francisco
James F. Morris,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
James H. Fowler,University of California - San Diego
James H. Liu,Massey University
James Hollway,Graduate Institute Geneva
James J. Q. Yu,Southern University of Science and Technology
James Mac Hyman,Los Alamos National Laboratory
James Miller 0001,University of Alberta
James Moody,Duke University
James Nastos,University of British Columbia
James P. Spillane,Northwestern University
James Pustejovsky,Northwestern University
James Sanders,Washington State University
James Stiller,University of Liverpool
Jan Kleinnijenhuis,VU University
Jan Kornelis Dijkstra,University of Groningen
Jan Pfister,Julius Maximilians University Würzburg
Janet M. Box-Steffensmeier,Ohio State University
Jani Holopainen,University of Helsinki
Janice Yap,Singapore Management University
Jar-der Luo,Tsinghua University
Jari Saramäki,Helsinki University of Technology
Jason Baumgardner,Emory University
Jason Bello,London School of Economics and Political Science
Jason Castiglione,University of Hawaii at Manoa
Jason Kaufman,Harvard University
Jason M. Morawski,University of Alberta
Jason M. Smith,Utah State University
Jason Owen-Smith,University of Michigan
Jason W. Morgan,Ohio State University
Jasper L. de Bie,Leiden University
Javier Ávila,Autonomous University of Barcelona
Javier Borge-Holthoefer,Open University
Javier Borondo,Polytechnic University of Madrid
Jean McGuire,Northeastern University
Jean-Charles Delvenne,Catholic University
Jean-Philippe Cointet,ISC-PIF
Jed R. Brubaker,University of Colorado
Jeff S. Shamma,King Abdullah University of Science and Technology
Jeffrey A. Hall,University of Kansas
Jeffrey A. Smith,University of Nebraska
Jeffrey C. Johnson,East Carolina University
Jeffrey Cormier,University of Western Ontario
Jeffrey Lienert,National Human Genome Research Institute
Jeffrey Reminga,Carnegie Mellon University
Jennifer A. Stoloff,University of North Carolina
Jennifer B. Unger,University of Southern California
Jennifer Golbeck,University of Maryland - College Park
Jennifer L. Glanville,University of North Carolina
Jennifer L. Merluzzi,Tulane University
Jennifer Lawlor,University of Michigan
Jennifer Salau,Christian-Albrechts-University
Jennifer Watling Neal,Michigan State University
Jenny Chalmers,UNSW
Jens F. Binder,Nottingham Trent University
Jens Rydgren,Stockholm University
Jeong-Yoo Kim,Kyung Hee University
JeongGil Ko,Yonsei University
Jeremy Cohen,Imperial College London
Jeremy E. Thompson,Dartmouth College
Jeremy M. Koster,University of Cincinnati
Jeremy Mennis,Temple University
Jeremy R. Cole,Google
Jeroen Bruggeman,University of Amsterdam
Jeroen K. Vermunt,Tilburg University
Jeroen Weesie,Utrecht University
Jesper J. Rözer,Dutch Institute for Social Science Research (SCP)
Jesse M. Fagan,University of Kent
Jesse Shore,Boston University
Jessica A. Crowe,Washington State University
Jessica Vitak,University of Maryland - College Park
Jesús María Godoy,University of Ibagué
Jette Schröder,GESIS - Leibniz Institute for the Social Sciences
